"Média de interações","","","NPS","","","CSAT",""
"id","interactions","","contact_id","score","","contact_id","score"
"4292","3","","4259","10","",""
"4293","3","","4284","10","",""
"4294","1","","4245","10","",""
"4295","1","","4292","10","",""
"4296","1","","4297","10","",""
"4297","3","","4140","10","",""
"4298","1","","","",""
"4299","3","","","",""
"4300","1","","","",""
"4301","2","","","",""
"4302","1","","","",""
"4303","1","","","",""
"4304","1","","","",""
"4305","1","","","",""
"4306","1","","","",""
"4307","1","","","",""
"4308","1","","","",""
"4309","1","","","",""
"4310","1","","","",""
"4311","1","","","",""
"4312","1","","","",""
